FMT, 128, 89, FMT, BBnNZ, Type,Length,Name,Format,Columns
NKQ1, 6957944, 0.9999713, 0.007067109, -0.002734941, 2.356556E-05
NKF6, 6957944, -0.19, -1.39, 0, 0.0005207338, 0.003496153, 0.05027796, 0.02718808, 0, 0, 0.007069847, 0, 0, 0, 0
NKF7, 6957944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
NKF8, 6957944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
NKF9, 6957944, 0, 0, 0, 0, 0, 0.5897522, 0, 0, 0, 19, 0, 0, 0
NKQ2, 6957944, 0.9998824, -0.007890805, -0.01315649, -8.979512E-05
NK11, 6957944, 1.6, -1.68, 0, 0.0005538038, 0.0007590736, 0.06457986, 0.0359957, 0, 0, 0.00673383, 0, 0, 0, 0
NK12, 6957944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
NK13, 6957944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
NK14, 6957944, 0, 0, 0, 0, 0, 0.6160382, 0, 0, 0, 19, 0, 0, 0
NKQ3, 6957944, 0.9998463, 0.00780032, -0.01570418, 0.0001247238
AHR2, 6958597, 1.47, -0.19, 247.76, 0.87, 53.0134945, 20.9298604, 0.5574759, 0.00580839, -0.0116406, -0.8300912
POS, 6958618, 53.0134945, 20.9298604, 0.87, 0.8785827, NaN
RCIN, 6958638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 6958723, 1514, 1376, 1546, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 6958738, 0.01856468, 0.01661671, 0.02940577, 0, 0, 0
CTRL, 6958753, 0, 0, 0, 0, 0
HELI, 6958776, 0, 0, 0, 0
IMU, 6995088, -3.506198E-05, -0.0003514859, -0.0005908438, -0.0624186, -0.1408756, -9.655662, 0, 0, 36.40631, 1, 1, 7998, 3999
IMU2, 6995088, -0.004695166, 0.00483069, -0.004105402, -0.2814354, 0.2274601, -10.14639, 0, 0, 0, 1, 1, 755, 974
IMU3, 6995088, 0.0003596981, -0.0001860804, -0.0002559255, -0.2899586, -0.1481692, -9.891806, 0, 0, 34.56366, 1, 1, 7910, 3955
IMU, 7035057, -2.822787E-05, -0.0004986639, 1.484871E-05, -0.06010014, -0.1439215, -9.633797, 0, 0, 36.41088, 1, 1, 7998, 3999
IMU2, 7035057, 0.0001394308, 0.003510852, -0.000517378, -0.1856849, 0.1204876, -10.09367, 0, 0, 0, 1, 1, 755, 974
IMU3, 7035057, -0.001157174, -0.001565842, -0.0001307892, -0.3084306, -0.1413068, -9.905553, 0, 0, 34.56604, 1, 1, 7910, 3955
MSG, 7037450, EKF2 IMU0 initial yaw alignment complete
EV, 7038817, 62
MSG, 7040826, EKF2 IMU1 initial yaw alignment complete
MSG, 7044067, EKF2 IMU2 initial yaw alignment complete
BAT, 7054632, 0.5675455, 0.5675455, 0.7734375, 0.3027837, 0.0001714688, 0, 0
POWR, 7054721, 4.76792, 0.036, 4, 2
MAG, 7054759, 48, 150, 482, -472, 276, -249, 0, 0, 0, 1, 7054738
MAG2, 7054759, -439, 259, 706, -669, 175, 332, 0, 0, 0, 1, 7054746
MAG3, 7054759, -138, 277, 547, 177, 539, 377, 0, 0, 0, 1, 7054753
BARO, 7055007, 0.9712128, 100278.2, 33.22, -0.09841648, 7054, 0, 32.95569, 1
BAR2, 7055007, 0.1403487, 100419.6, 33.22, -0.09841648, 7054, 0, 32.95569, 1
CTUN, 7055060, 0, 0, 0, 0.5, 0, 0, 0.97, NaN, 0, -114.8973, 0, -20, 80
GPS, 7057346, 3, 393048200, 2113, 13, 0.93, 53.0134951, 20.9298589, 125.42, 0.032, 0, 0.121, 0, 1
GPA, 7057346, 1.28, 3.17, 4.97, 0.47, 0, 1, 7026, 200
ATT, 7060081, 0, 1.51, 0, -0.2, 248.65, 248.65, 0.17, 0.04
RATE, 7060096, -6.827587, -0.004752975, -0.01021815, 0.9628756, 0.02277883, 0.001410114, -0.01034106, -0.001480205, -7.040017E-05, 0, -15.92941, 0
NKF1, 7060112, 1.51, -0.2, 248.64, -0.002189977, -0.001007683, 0.2174673, 0.1089211, 0, 0, -0.02167357, 0, 0, 0, 0
NKF2, 7060112, 0, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 7060112, 0, 0, 0, 0, 0, 1.03, 0, 0, 0, 0, 0
NKF4, 7060112, 0, 0, 0.04, 0, 0, 0.2602061, 0, 0, 0, 19, 0, 0, 0
NKF5, 7060112, 0, 0, 0, 0, 0.55, 0.13, 0, 0, 0.5, 0.0001545935, 0.1335044, 0.4006324
NKQ1, 7060112, 0.5638682, 0.001640936, -0.007431443, -0.8258298
NKF6, 7060112, -0.2, -1.33, 248.31, 0.007384524, 0.004666929, 0.07230991, -0.001233459, 0, 0, -0.01708056, 0, 0, 0, 0
NKF7, 7060112, 0, 0, 0, 0, 0, 0, 323, 35, 532, 0, 0, 0, 2
NKF8, 7060112, 0, 0, 0, 0, 0, 1.01, 0, 0, 0, 0, 0
NKF9, 7060112, 0, 0, 0.04, 0, 0, 0.2628504, 0, 0, 0, 19, 0, 0, 0
NKQ2, 7060112, 0.561338, -0.01499266, -0.0005089137, -0.8274508
NK11, 7060112, 1.6, -1.67, 246.3, 0.002311191, 0.002012441, 0.1223458, 0.0627787, 0, 0, -0.01388792, 0, 0, 0, 0
NK12, 7060112, 0, 0, 0, 0, 0, 0, 309, 34, 540, 0, 0, 0, 2
NK13, 7060112, 0, 0, 0, 0, 0, 1.01, 0, 0, 0, 0, 0
NK14, 7060112, 0, 0, 0.04, 0, 0, 0.2794465, 0, 0, 0, 19, 0, 0, 0
NKQ3, 7060112, 0.5468802, -0.008846967, -0.0151009, -0.837028
AHR2, 7060619, 1.48, -0.19, 247.85, 0.97, 53.0134951, 20.9298589, 0.558116, 0.005833276, -0.01165842, -0.8296605
POS, 7060640, 53.0134951, 20.9298589, 0.97, 0.9712128, NaN
RCIN, 7060731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 7060745, 1514, 1376, 1546, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 7060760, 0.01678704, 0.01900164, 0.02996669, 0, 0, 0
CTRL, 7060775, 0, 0, 0, 0, 0
HELI, 7060798, 0, 0, 0, 0
IMU, 7077132, 0.0006869715, -0.0003428206, 0.000402818, -0.07014841, -0.1445653, -9.659361, 0, 0, 36.41544, 1, 1, 7998, 3999
IMU2, 7077132, -0.005542639, 0.005179794, -0.001625276, -0.164574, 0.1771952, -10.06145, 0, 0, 0, 1, 1, 755, 974
IMU3, 7077132, -0.00102122, 0.0008080123, 0.0005898113, -0.3073464, -0.1710171, -9.894915, 0, 0, 34.56853, 1, 1, 7910, 3955
IMU, 7118247, 0.0004385793, 0.0007344587, 0.0001087116, -0.05525596, -0.132714, -9.627573, 0, 0, 36.41983, 1, 1, 7998, 3999
IMU2, 7118247, -0.003465594, 0.001316604, 0.00179506, -0.2839242, 0.177577, -10.0582, 0, 0, 0, 1, 1, 755, 974
IMU3, 7118247, -0.0009854184, 0.0004109001, 0.0002692841, -0.2969036, -0.1485376, -9.8859, 0, 0, 34.57082, 1, 1, 7910, 3955
BAT, 7154632, 0.5647705, 0.5647705, 0.7613525, 0.323934, 0.0001834139, 0, 0
POWR, 7154905, 4.763086, 0.026, 4, 2
MAG, 7155040, 44, 156, 482, -472, 276, -249, 0, 0, 0, 1, 7155018
MAG2, 7155040, -439, 259, 707, -669, 175, 332, 0, 0, 0, 1, 7155026
MAG3, 7155040, -139, 279, 542, 177, 539, 377, 0, 0, 0, 1, 7155034
BARO, 7155251, 1.061036, 100277.2, 33.24, 0.03805145, 7155, 0, 32.95569, 1
BAR2, 7155251, 0.1375417, 100419.6, 33.22, 0.03805145, 7155, 0, 32.95569, 1
CTUN, 7155304, 0, 0, 0, 0.5, 0, 0, 1.06, NaN, 0, -114.8049, 0, -28, 80
IMU, 7158290, -0.00113647, -0.0009298675, 2.961961E-05, -0.0605487, -0.1484958, -9.653466, 0, 0, 36.42402, 1, 1, 7998, 3999
IMU2, 7158290, -0.002024177, 0.002989999, -0.002920387, -0.1958953, 0.1541089, -10.05769, 0, 0, 0, 1, 1, 755, 974
IMU3, 7158290, 0.0007748206, -0.0004126757, -0.000899715, -0.2977589, -0.1336523, -9.89839, 0, 0, 34.5727, 1, 1, 7910, 3955
ATT, 7160620, 0, 1.51, 0, -0.2, 248.65, 248.65, 0.17, 0.04
RATE, 7160635, -6.82934, -0.07397174, -0.01011888, 0.9538986, -0.06781756, 0.001509475, -0.01135281, -0.003402883, -1.949305E-05, 0, -15.31973, 0
NKF1, 7160764, 1.51, -0.2, 248.64, -0.002690013, 0.000140145, 0.2958264, -1.787627, 0, 0, -0.2101951, 0, 0, 0, 0
NKF2, 7160764, 0, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 7160764, 0, 0, 0, 0, 0, 0.34, 0, 0, 0, -0.15, 0
NKF4, 7160764, 0, 0, 0.01, 0, 0, 0.1212531, 0, 0, 0, 19, 0, 0, 0
NKF5, 7160764, 0, 0, 0, 0, 0.75, 0.13, 0, 0, 0.5, 0.000782862, 0.08335536, 0.3827156
NKQ1, 7160764, 0.5638843, 0.001642954, -0.007437814, -0.8258187
NKF6, 7160764, -0.22, -1.32, 248.31, 0.007199935, -0.000334774, 0.04100766, -2.072573, 0, 0, -0.2353352, 0, 0, 0, 0
NKF7, 7160764, 0, 0, 0, 0, 0, 0, 323, 35, 532, 0, 0, 0, 2
NKF8, 7160764, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, -0.17, 0
NKF9, 7160764, 0, 0, 0.01, 0, 0, 0.1206245, 0, 0, 0, 19, 0, 0, 0
NKQ2, 7160764, 0.5612925, -0.01496398, -0.0003626133, -0.8274821
NK11, 7160764, 1.59, -1.67, 246.3, 0.003536772, 0.001137531, 0.1393818, -1.855433, 0, 0, -0.2214474, 0, 0, 0, 0
NK12, 7160764, 0, 0, 0, 0, 0, 0, 309, 34, 540, 0, 0, 0, 2
NK13, 7160764, 0, 0, 0, 0, 0, 0.31, 0, 0, 0, -0.12, 0
NK14, 7160764, 0, 0, 0.01, 0, 0, 0.1272861, 0, 0, 0, 19, 0, 0, 0
NKQ3, 7160764, 0.5468835, -0.008854032, -0.01507678, -0.8370262
AHR2, 7161295, 1.49, -0.19, 247.92, 1.06, 53.0134951, 20.9298589, 0.5586326, 0.005860421, -0.01173024, -0.8293115
POS, 7161316, 53.0134951, 20.9298589, 1.06, 1.061036, NaN
RCIN, 7161414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 7161427, 1514, 1376, 1546, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 7161442, 0.01609911, 0.01804956, 0.03460559, 0, 0, 0
CTRL, 7161458, 0, 0, 0, 0, 0
HELI, 7161484, 0, 0, 0, 0
IMU, 7198636, 0.00031903, -0.001067517, -0.0003980708, -0.07072268, -0.1399125, -9.658362, 0, 0, 36.42842, 1, 1, 7998, 3999
IMU2, 7198636, 0.001525295, 0.00291112, 0.004775199, -0.2439112, 0.1288603, -10.13041, 0, 0, 0, 1, 1, 755, 974
IMU3, 7198636, 0.001234878, -0.001621531, -0.0003699331, -0.3108884, -0.1376982, -9.909196, 0, 0, 34.5739, 1, 1, 7910, 3955
IMU, 7238321, 0.0003353182, -0.0003509811, 0.0007646599, -0.064901, -0.1403993, -9.647344, 0, 0, 36.43251, 1, 1, 7998, 3999
IMU2, 7238321, 0.0001333564, 0.001601959, 0.001668444, -0.2085092, 0.1397709, -10.08991, 0, 0, 0, 1, 1, 748, 947
IMU3, 7238321, -0.000209381, 0.0001897309, -2.578148E-05, -0.2977025, -0.1511551, -9.899162, 0, 0, 34.57523, 1, 1, 7910, 3955
GPS, 7246102, 3, 393048400, 2113, 13, 0.93, 53.0134955, 20.9298573, 125.52, 0.136, 0, 0.223, 0, 1
GPA, 7246102, 1.28, 3.12, 4.87, 0.43, 0, 1, 7225, 199
BAT, 7255568, 0.5639648, 0.5639648, 0.7680664, 0.3454519, 0.0001955492, 0, 0
POWR, 7255586, 4.779199, 0.026, 4, 2
MAG, 7255624, 39, 155, 482, -472, 276, -249, 0, 0, 0, 1, 7255603
MAG2, 7255624, -440, 259, 707, -669, 175, 332, 0, 0, 0, 1, 7255611
MAG3, 7255624, -139, 277, 548, 177, 539, 377, 0, 0, 0, 1, 7255618
BARO, 7255848, 1.173315, 100275.9, 33.25, 0.3289348, 7255, 0, 32.95569, 1
BAR2, 7255848, 0.1908742, 100419, 33.22, 0.3289348, 7255, 0, 32.95569, 1
CTUN, 7256097, 0, 0, 0, 0.5, 0, 0, 1.17, NaN, 0, -114.69, 0, -34, 80
ATT, 7261295, 0, 1.52, 0, -0.21, 248.65, 248.66, 0.13, 0.03
RATE, 7261414, -6.849737, 0.06193178, -0.01023302, 0.955249, 0.008725667, 0.001417374, -0.01195967, -0.09300672, 0.0003849662, 0, -15.01837, 0
NKF1, 7261430, 1.52, -0.21, 248.65, -0.00216082, 0.002185812, 0.3499372, -1.862216, 0, 0, -0.333967, 0, 0, 0, 0
NKF2, 7261430, 0, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 7261430, 0, 0, 0, 0, 0, 0.38, 0, 0, 0, 0.02, 0
NKF4, 7261430, 0, 0, 0.02, 0, 0, 0.08176608, 0, 0, 0, 19, 0, 0, 0
NKF5, 7261430, 0, 0, 0, 0, 0.79, 0.13, 0, 0, 0.5, 0.0007260854, 0.03660576, 0.2759775
NKQ1, 7261430, 0.5639341, 0.00165156, -0.007479667, -0.8257843
NKF6, 7261430, -0.21, -1.32, 248.31, 0.004195407, -0.006193426, 0.0005113363, -2.369877, 0, 0, -0.4104618, 0, 0, 0, 0
NKF7, 7261430, 0, 0, 0, 0, 0, 0, 323, 35, 532, 0, 0, 0, 2
NKF8, 7261430, 0, 0, 0, 0, 0, 0.32, 0, 0, 0, -0.05, 0
NKF9, 7261430, 0, 0, 0.01, 0, 0, 0.08040039, 0, 0, 0, 19, 0, 0, 0
NKQ2, 7261430, 0.5613471, -0.01490826, -0.0003638691, -0.8274462
NK11, 7261430, 1.6, -1.68, 246.31, 0.004581056, -0.0008314201, 0.1401068, -2.248842, 0, 0, -0.3786741, 0, 0, 0, 0
NK12, 7261430, 0, 0, 0, 0, 0, 0, 309, 34, 540, 0, 0, 0, 2
NK13, 7261430, 0, 0, 0, 0, 0, 0.34, 0, 0, 0, 0.04, 0
NK14, 7261430, 0, 0, 0.02, 0, 0, 0.0845894, 0, 0, 0, 19, 0, 0, 0
NKQ3, 7261430, 0.5469304, -0.008883222, -0.0151084, -0.8369945
AHR2, 7262036, 1.5, -0.2, 247.99, 1.17, 53.0134955, 20.9298573, 0.5591581, 0.005874659, -0.0118959, -0.8289549
POS, 7262071, 53.0134955, 20.9298573, 1.17, 1.173315, NaN
RCIN, 7262091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 7262105, 1514, 1376, 1546, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 7262120, 0.0188067, 0.01740471, 0.02927581, 0, 0, 0
CTRL, 7262135, 0, 0, 0, 0, 0
HELI, 7262158, 0, 0, 0, 0
IOMC, 7275461, 512, 12173, 1145, 0, 0, 0
IMU, 7278872, -0.0006538497, 0.0004745683, -0.001122322, -0.05397635, -0.1358859, -9.650141, 0, 0, 36.43649, 1, 1, 7999, 3999
IMU2, 7278872, 0.0003868865, 0.001237267, -0.003463042, -0.1434206, 0.1570304, -10.0749, 0, 0, 0, 1, 1, 748, 947
IMU3, 7278872, -0.00035086, 0.0009192172, 0.0008760222, -0.2909907, -0.1535752, -9.90788, 0, 0, 34.57671, 1, 1, 7879, 3939
IMU, 7318834, 0.0004934257, -0.0007229003, -2.971844E-05, -0.06341849, -0.1466124, -9.656167, 0, 0, 36.44022, 1, 1, 7999, 3999
IMU2, 7318834, -0.004304547, 0.004413472, -0.002221749, -0.2691604, 0.1382326, -10.09389, 0, 0, 0, 1, 1, 748, 947
IMU3, 7318834, 0.0003616137, -0.0001721404, -0.0004853127, -0.295582, -0.1594627, -9.933625, 0, 0, 34.57864, 1, 1, 7879, 3939
HEAT, 7332135, 36.43702, 45, 1712.595, 17.09775, 100
BAT, 7356381, 0.5671875, 0.5671875, 0.7637695, 0.3668336, 0.0002076766, 0, 0
POWR, 7356445, 4.775977, 0.026, 4, 2
MAG, 7356486, 46, 156, 487, -472, 276, -249, 0, 0, 0, 1, 7356462
MAG2, 7356486, -439, 258, 704, -669, 175, 332, 0, 0, 0, 1, 7356470
MAG3, 7356486, -135, 278, 546, 177, 539, 377, 0, 0, 0, 1, 7356480
BARO, 7356612, 0.9768267, 100278.1, 33.27, 0.6209499, 7356, 0, 32.95569, 1
BAR2, 7356612, 0.1178929, 100419.8, 33.23, 0.6209499, 7356, 0, 32.95569, 1
CTUN, 7356831, 0, 0, 0, 0.5, 0, 0, 0.97, NaN, 0, -114.8865, 0, -38, 80
IMU, 7359705, 0.0013765, -8.003724E-05, 0.0002881914, -0.05580417, -0.1429874, -9.661321, 0, 0, 36.44371, 1, 1, 7999, 3999
IMU2, 7359705, 0.0008824603, 0.005758677, -0.004766867, -0.252046, 0.2090513, -10.11499, 0, 0, 0, 1, 1, 748, 947
IMU3, 7359705, -0.0004866371, 4.346879E-05, -0.0004809241, -0.2931171, -0.1571989, -9.88451, 0, 0, 34.58062, 1, 1, 7879, 3939
ATT, 7362136, 0, 1.52, 0, -0.21, 248.66, 248.67, 0.13, 0.03
RATE, 7362151, -6.868417, 0.07736829, -0.01030165, 0.9532256, -0.006845329, 0.001436424, -0.01234955, 0.01287286, -7.932091E-05, 0, -14.83574, 0
NKF1, 7362167, 1.52, -0.21, 248.66, -0.001932274, 0.003554427, 0.3858438, -1.150281, 0, 0, -0.4160968, 0, 0, 0, 0
NKF2, 7362167, 0, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 7362167, 0, 0, 0, 0, 0, 0.43, 0, 0, 0, -0.05, 0
NKF4, 7362167, 0, 0, 0.02, 0, 0, 0.05469577, 0, 0, 0, 19, 0, 0, 0
NKF5, 7362167, 0, 0, 0, 0, 0.83, 0.13, 0, 0, 0.5, 0.0008560434, 0.00675584, 0.2142116
NKQ1, 7362167, 0.5639861, 0.001676683, -0.007507876, -0.8257484
NKF6, 7362167, -0.22, -1.29, 248.31, 0.004676374, -0.01064464, -0.04194085, -1.769873, 0, 0, -0.5468698, 0, 0, 0, 0
NKF7, 7362167, 0, 0, 0, 0, 0, 0, 323, 35, 532, 0, 0, 0, 2
NKF8, 7362167, 0, 0, 0, 0, 0, 0.35, 0, 0, 0, -0.18, 0
NKF9, 7362167, 0, 0, 0.02, 0, 0, 0.05380241, 0, 0, 0, 19, 0, 0, 0
NKQ2, 7362167, 0.5613132, -0.01477828, -0.0001804583, -0.8274716
NK11, 7362167, 1.59, -1.68, 246.31, 0.003780368, -0.003204193, 0.1335296, -1.602591, 0, 0, -0.4947744, 0, 0, 0, 0
NK12, 7362167, 0, 0, 0, 0, 0, 0, 309, 34, 540, 0, 0, 0, 2
NK13, 7362167, 0, 0, 0, 0, 0, 0.38, 0, 0, 0, -0.08, 0
NK14, 7362167, 0, 0, 0.02, 0, 0, 0.05587835, 0, 0, 0, 19, 0, 0, 0
NKQ3, 7362167, 0.5469647, -0.008899811, -0.01509496, -0.8369722
AHR2, 7362823, 1.51, -0.2, 248.03, 0.97, 53.0134955, 20.9298573, 0.5594378, 0.005876736, -0.0119742, -0.828765
POS, 7362844, 53.0134955, 20.9298573, 0.97, 0.9768267, NaN
RCIN, 7362864, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 7362878, 1514, 1376, 1546, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 7363036, 0.01821261, 0.01783553, 0.03192203, 0, 0, 0
CTRL, 7363052, 0, 0, 0, 0, 0
HELI, 7363075, 0, 0, 0, 0
DSF, 7392511, 9, 424, 17119, 11179, 16060, 13490
IMU, 7400104, -0.0001513396, 2.647811E-05, -0.0004400328, -0.05351917, -0.1393596, -9.663769, 0, 0, 36.44655, 1, 1, 7999, 3999
IMU2, 7400104, 0.0003615104, 0.001030541, 0.002591704, -0.2972815, 0.2346426, -10.13261, 0, 0, 0, 1, 1, 748, 947
IMU3, 7400104, -3.744599E-05, 0.0001634552, 0.0004212073, -0.2948958, -0.1437008, -9.882653, 0, 0, 34.58244, 1, 1, 7879, 3939
IMU, 7439862, 0.0005480095, -0.0004834245, -0.0004881961, -0.0598964, -0.1324997, -9.654136, 0, 0, 36.44965, 1, 1, 7999, 3999
IMU2, 7439862, -0.002207543, -0.0007596013, 0.002295853, -0.2058857, 0.2045345, -10.05628, 0, 0, 0, 1, 1, 748, 947
IMU3, 7439862, -5.547624E-05, 0.0008941676, -0.0007501015, -0.3062328, -0.1419532, -9.910489, 0, 0, 34.58428, 1, 1, 7879, 3939
GPS, 7447526, 3, 393048600, 2113, 13, 0.93, 53.0134959, 20.9298565, 125.57, 0.06900001, 0, 0.192, 0, 1
GPA, 7447526, 1.28, 3.07, 4.79, 0.51, 0, 1, 7425, 200
BAT, 7457459, 0.5675455, 0.5675455, 0.7680664, 0.3884276, 0.0002199322, 0, 0
POWR, 7457477, 4.761475, 0.026, 4, 2
MAG, 7457518, 46, 151, 481, -472, 276, -249, 0, 0, 0, 1, 7457497
MAG2, 7457518, -439, 259, 706, -669, 175, 332, 0, 0, 0, 1, 7457505
MAG3, 7457518, -137, 277, 544, 177, 539, 377, 0, 0, 0, 1, 7457512
BARO, 7457638, 0.9431431, 100278.5, 33.28, 0.4474135, 7457, 0, 32.95569, 1
BAR2, 7457638, 0.3649065, 100417.1, 33.23, 0.4474135, 7457, 0, 32.95569, 1
CTUN, 7457871, 0, 0, 0, 0.5, 0, 0, 0.94, NaN, 0, -114.9188, 0, -40, 80
ATT, 7463113, 0, 1.53, 0, -0.21, 248.67, 248.68, 0.11, 0.02
RATE, 7463128, -6.88655, 0.0183245, -0.01028774, 0.9487261, 0.004576643, 0.001388736, -0.01236499, 0.04143651, -0.0002277295, 0, -14.9066, 0
NKF1, 7463144, 1.53, -0.21, 248.67, -0.001598555, 0.004423363, 0.4102769, -0.5994196, 0, 0, -0.4749512, 0, 0, 0, 0
NKF2, 7463144, 0, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 7463144, 0, 0, 0, 0, 0, 0.5, 0, 0, 0, 0.21, 0
NKF4, 7463144, 0, 0, 0.03, 0, 0, 0.03659237, 0, 0, 0, 19, 0, 0, 0
NKF5, 7463144, 0, 0, 0, 0, 0.87, 0.13, 0, 0, 0.5, 0.0003218869, 0.01427698, 0.182656
NKQ1, 7463144, 0.5640327, 0.001703315, -0.007532491, -0.8257164
NKF6, 7463144, -0.23, -1.28, 248.33, 0.004365726, -0.01288825, -0.08343928, -1.220311, 0, 0, -0.6619787, 0, 0, 0, 0
NKF7, 7463144, 0, 0, 0, 0, 0, 0, 323, 35, 532, 0, 0, 0, 2
NKF8, 7463144, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0.06, 0
NKF9, 7463144, 0, 0, 0.02, 0, 0, 0.03595727, 0, 0, 0, 19, 0, 0, 0
NKQ2, 7463144, 0.561456, -0.01477018, -3.728732E-05, -0.8273749
NK11, 7463144, 1.59, -1.68, 246.32, 0.004205479, -0.005350907, 0.122598, -1.04304, 0, 0, -0.5868804, 0, 0, 0, 0
NK12, 7463144, 0, 0, 0, 0, 0, 0, 309, 34, 540, 0, 0, 0, 2
NK13, 7463144, 0, 0, 0, 0, 0, 0.44, 0, 0, 0, 0.22, 0
NK14, 7463144, 0, 0, 0.02, 0, 0, 0.03810702, 0, 0, 0, 19, 0, 0, 0
NKQ3, 7463144, 0.5470111, -0.00889919, -0.01508769, -0.8369421
AHR2, 7463833, 1.51, -0.22, 248.13, 0.94, 53.0134959, 20.9298565, 0.5601721, 0.00581759, -0.01206081, -0.8282681
POS, 7463854, 53.0134959, 20.9298565, 0.94, 0.9431431, NaN
RCIN, 7463874, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 7463888, 1514, 1376, 1546, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 7464011, 0.0184798, 0.01839338, 0.0297336, 0, 0, 0
CTRL, 7464027, 0, 0, 0, 0, 0
HELI, 7464050, 0, 0, 0, 0
IMU, 7480886, 0.0005340743, 0.0001199642, 0.001113875, -0.06078562, -0.1427734, -9.637348, 0, 0, 36.45296, 1, 1, 7999, 3999
IMU2, 7480886, -0.00121141, 0.001581556, 0.0004081957, -0.1758339, 0.1425219, -10.09737, 0, 0, 0, 1, 1, 748, 947
IMU3, 7480886, 0.001123789, 0.0008508159, 0.0002180565, -0.2993686, -0.162244, -9.924639, 0, 0, 34.58606, 1, 1, 7879, 3939
IMU, 7520897, 0.0006673785, 0.0005843348, -0.0002528734, -0.05392068, -0.1277461, -9.648941, 0, 0, 36.45618, 1, 1, 7999, 3999
IMU2, 7520897, -0.0006579403, -0.007276685, 0.001580015, -0.2496509, 0.1626208, -10.08069, 0, 0, 0, 1, 1, 748, 947
IMU3, 7520897, -0.0007823497, -0.001136505, 0.0005099395, -0.3176462, -0.1353639, -9.903807, 0, 0, 34.58749, 1, 1, 7879, 3939
BAT, 7558040, 0.5666504, 0.5666504, 0.7600098, 0.4096633, 0.0002319654, 0, 0
POWR, 7558059, 4.753418, 0.026, 4, 2
MAG, 7558097, 46, 150, 484, -472, 276, -249, 0, 0, 0, 1, 7558076
MAG2, 7558097, -439, 259, 708, -669, 175, 332, 0, 0, 0, 1, 7558083
MAG3, 7558097, -142, 279, 543, 177, 539, 377, 0, 0, 0, 1, 7558091
BARO, 7558421, 1.013317, 100277.7, 33.3, -0.1239917, 7558, 0, 32.95569, 1
BAR2, 7558421, 0.1403487, 100419.6, 33.23, -0.1239917, 7558, 0, 32.95569, 1
CTUN, 7558555, 0, 0, 0, 0.5, 0, 0, 1.01, NaN, 0, -114.8486, 0, -42, 80
DU32, 7558591, 7, 4513992
TERR, 7559841, 2, 53.0134959, 20.9298565, 100, 115.8619, -114.8486, 0, 56
IMU, 7561866, 0.0003963679, -0.0004847284, -0.001366449, -0.06081664, -0.1355567, -9.648157, 0, 0, 36.45981, 1, 1, 7999, 3999
IMU2, 7561866, 0.00332618, 0.003801381, -0.0001653995, -0.2884239, 0.1013954, -10.14701, 0, 0, 0, 1, 1, 748, 947
IMU3, 7561866, -0.0003901998, -0.0003514469, -0.0006364681, -0.3084816, -0.144903, -9.880186, 0, 0, 34.58849, 1, 1, 7879, 3939
ATT, 7564216, 0, 1.53, 0, -0.21, 248.67, 248.68, 0.11, 0.02
RATE, 7564231, -6.908807, 0.006221205, -0.0102626, 0.9469597, -0.02758007, 0.00142808, -0.01256514, -0.07954144, 0.0002710797, 0, -15.53307, 0
NKF1, 7564342, 1.53, -0.21, 248.67, -0.001030997, 0.005076486, 0.428583, -0.3345452, 0, 0, -0.5184423, 0, 0, 0, 0
NKF2, 7564342, 0, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 7564342, 0, 0, 0, 0, 0, 0.26, 0, 0, 0, -0.53, 0
NKF4, 7564342, 0, 0, 0.01, 0, 0, 0.02468841, 0, 0, 0, 19, 0, 0, 0
